npsn,name
10604745,SMKS SENTOSA BHAKTI BATURAJA
10604746,SMKS TRISAKTI BATURAJA
10606489,SMKN BELITANG III
10606630,SMKS MUHAMMADIYAH 1 RAWABENING
10606637,SMKS YPPB BELITANG
10609329,SMKS BINA BANGSA KAYUAGUNG
10609724,SMK TEKNOLOGI BISTEK
10609725,SMK TEKNOLOGI INFORMASI BISNIS INDOSAINS
10609726,SMK MUHAMMADIYAH 01 PALEMBANG
10609729,SMK PERHOTELAN INDONESIA PALEMBANG
10609731,SMK TARUNA SRIWIJAYA PALEMBANG
10609732,SMK PEMBINA 02 PALEMBANG
10609733,SMK TEKNOLOGI NASIONAL PALEMBANG
10609735,SMK TRI DHARMA PALEMBANG
10609738,SMK PELAYARAN PANGGALI NUSANTARA PALEMBANG
10609876,SMKN 1 PAGARALAM
10610282,SMKS PGRI MUARADUA
10610283,SMKS PIRI SIMPANG
10643905,SMKS KHARISMA TUGUMULYO
10643906,SMKN TUGUMULYO
10644273,SMKS YPB LAHAT
10644682,SMKS YADIKA BATURAJA
10644857,SMKS MHD 1 SIMPANG SENDER
10645010,SMKS MUHAMMADIYAH PANGKALAN BALAI
10645011,SMKS SATRIA NUSANTARA BETUNG
10645155,SMK SERASAN MUARA ENIM
10645165,SMKN 1 MUARAENIM
10645179,SMKN 1 BENAKAT
10645763,SMKN 3 LAHAT
10645940,SMKN 1 TANJUNG AGUNG
10645951,SMK HANDAYANI UTAMA MUARAENIM
10645953,SMK PROKLAMASI MUARAENIM
10645954,SMK BUKIT ASAM TANJUNG ENIM
10645955,SMK BINA MULYA TANJUNG ENIM
10646072,SMKN 1 SEMENDE DARAT LAUT
10646090,SMK YPA MAHKOTA BUANA BELITANG
10646146,SMK TAMAN SISWA SUNGAI BUAH PALEMBANG
10646148,SMKS PGRI SUMBER AGUNG
10646186,SMK KRISNA PERSADA PALEMBANG
10646213,SMKS ABDUR ROHMAN
10646252,SMKN MUARA BELITI
10646302,SMKN 1 SEMENDAWAI SUKU III
10646408,SMKS PRIMA BANGSA
10646513,SMKN 1 LAIS
10646536,SMKS YP MANDIRI PRABUMULIH
10646870,SMKN 1 KIKIM TENGAH
10646935,SMKS PGRI AIR BELITI
10646984,SMKN 2 OKU SELATAN
10647217,SMK MARDI WACANA PALEMBANG
10647291,SMKN 1 EMPAT LAWANG
10647497,SMKS AL KHAIR
10647685,SMKN 2 EMPAT LAWANG
10647766,SMKN 3 SEKAYU
10647825,SMKS MUHAMMADIYAH GUNUNG LIWAT
10648144,SMK PELITA PALEMBANG
10648174,SMK MUTIARA AZZAM PALEMBANG
10648862,SMK YAFAHI
10648863,SMKS KESEHATAN ANNISA 3
10648865,SMKS TEKNOMEDIKA PLUS
10648870,SMK YAPA
10648882,SMK AZZAHRO PALEMBANG
10648899,SMKN 3 OKU SELATAN
10700642,SMKS S6 PERTIWI CURUP
10700674,SMKS S1 FKIP CURUP
10700688,SMKS S5 PEMBANGUNAN CURUP
10700989,SMKN 1 ANGGUT /SMKN 5 BENGKULU SELATAN
10702411,SMKS 1 PEMBANGUNAN KOTA BENGKULU
10702421,SMKS S 11 SERUNTING 2 BENGKULU
10702424,SMKS S 4 PGRI KOTA BENGKULU
10702512,SMKS S 9 MUHAMMADIYAH BENGKULU
10702513,SMKS S 8 GRAKARSA BENGKULU
10702517,SMKS S 15 TARUNA INDONESIA
10702681,SMKN 2 SELUMA
10702714,SMKS S 2 SEMARAK BENGKULU
10702822,SMKN 1 KAUR
10702850,SMKN 03 MUKOMUKO
10702994,SMKN 1 BENGKULU TENGAH
10703052,SMKS 17 BUDI MULYA
10703149,SMKS PONPES DARUL AMAL
10703230,SMKS ANNAKHIL
10703236,SMKN 1 BENGKULU SELATAN
10703237,SMKN 2 BENGKULU SELATAN
10703239,SMKN 4 BENGKULU SELATAN
10703649,SMKN 6 KAUR
10800475,SMKS WIYATA KARYA NATAR
10800477,SMKS PGRI 1 KEDONDONG
10800508,SMKS MUHAMMADDIYAH GEDONG TATAAN
10800695,SMKS BHAKTI PEMUDA
10800699,SMKS 1 SWADHIPA
10802027,SMKS YPI SEPUTIH MATARAM
10802054,SMKS MAARIF 1 PADANG RATU
10802078,SMKN 3 TERBANGGI BESAR
10802079,SMKN 2 TERBANGGI BESAR
10802086,SMKS MUHAMMADIYAH 1 PUBIAN
10803006,SMKS PRABA ABUNG SELATAN
10803033,SMKN 3 KOTABUMI
10803036,SMKS NASIONAL KOTABUMI
10803528,SMK NEGERI 1 WAY TENONG
10803530,SMK NEGERI 1 LIWA
10803541,SMKS MUHAMMADIYAH KRUI
10804165,SMKS NUSANTARA BANJAR AGUNG
10804168,SMKN 1 MENGGALA
10804874,SMKS MUHAMMADIYAH GISTING
10804875,SMKS MAARIF 1 SEMAKA
10804876,SMKS ERLANGGA
10804878,SMKS BHAKTI GISTING
10804883,SMKS ISLAM ADILUWIH
10804899,SMKS PGRI 1 PRINGSEWU
10805029,SMKN 1 TALANGPADANG
10806091,SMKS MUHAMMADIYAH 1 SEKAMPUNG UDIK
10806092,SMKS MAARIF PURBOLINGGO
10807042,SMK S BHINEKA
10807043,SMKS KRISTEN BPK PENABUR BANDAR LAMPUNG
10807044,SMKS DHARMA PALA PANJANG
10807046,SMKS GAJAH MADA BANDAR LAMPUNG
10807048,SMKS GUNA DHARMA BANDAR LAMPUNG
10807049,SMKS MUHAMMADIYAH 1 BANDAR LAMPUNG
10807050,SMK S MUHAMMADIYAH 2
10807053,SMK S PGRI 1 BANDAR LAMPUNG
10807054,SMKS PGRI 2 BANDAR LAMPUNG
10807055,SMKS PGRI 4 BANDAR LAMPUNG
10807056,SMK S ARJUNA BANDAR LAMPUNG
10807212,SMKS SATU NUSA 1 BANDAR LAMPUNG
10807215,SMK N 4 BANDAR LAMPUNG
10807231,SMKS SATU NUSA 2 BANDAR LAMPUNG
10807235,SMKS SURYA DHARMA BANDAR LAMPUNG
10807241,SMK S UTAMA
10807243,SMKS YAPENA BANDAR LAMPUNG
10807245,SMKS YP 57 BANDAR LAMPUNG
10807246,SMKS YPPL BANDAR LAMPUNG
10807569,SMKS GAJAH TUNGGAL METRO
10807572,SMKS KARTIKATAMA 2 METRO
10807573,SMKS KP GAJAH MADA 1 METRO
10807616,SMKS TARUNA BUMI METRO
10809306,SMKS MMT RAWAJITU SELATAN
10809324,SMKN 1 SEPUTIH AGUNG
10809715,SMKS BINA LATIH KARYA BANDAR LAMPUNG
10809748,SMKS MUHAMMADIYAH AMBARAWA
10809920,SMKS KRIDA WACANA
10810194,SMKS TUNAS WIYATA
10810245,SMKS PGRI WONOSOBO
10810267,SMKN 1 BARADATU
10810428,SMKS ROUDLOTUL HUDA PADANG RATU
10810658,SMKS AL HUDA JATI AGUNG
10810713,SMKS PATRIOT BANGSA
10810981,SMK NEGERI 1 SOUH
10810991,SMKN 1 HULU SUNGKAI
10811003,SMKS PGRI 2 KEDONDONG
10811203,SMKS BINA MULYA
10812287,SMKS RASMAN MULYA
10812426,SMKN 1 ABUNG SELATAN
10813433,SMKN SELAGAI LINGGA
10814070,SMKS BUDI UTOMO 2 WAY JEPARA
10814072,SMKS DARUL HIDAYAH
10814074,SMKS GANESA 1 SEKAMPUNG
10814075,SMKS 2 GANESA SEKAMPUNG
10814079,SMKS MUHAMMADIYAH ABUNG TIMUR
10814086,SMKS MIFTAHUL HIDAYAH
10814089,SMKS MUHAMMADIYAH BRAJA SELEBAH
10814098,SMKN 1 MARGA SEKAMPUNG
10814099,SMKN 1 SUKADANA
10814593,SMKS KESEHATAN BAKTI NUSANTARA
10814597,SMKS PLUS SEBELAS MEI
10814598,SMKS HMPTI BANJAR AGUNG
10814603,SMKS AL ASROR
10814611,SMK N SMTI BANDAR LAMPUNG
10814695,SMKN 1 ABUNG SURAKARTA
10814698,SMKN1 WAY PENGUBUAN
10814893,SMK SWASTA PAK SIPAK
10814927,SMKS YAMACO KATON
10814935,SMKS WASKITA
10814957,SMKS PLUS BANII SALIM
10814961,SMKS ROUDHOTU TOLIBIN
10814977,SMKS MAARIF NU 6 SEKAMPUNG
10815004,SMKN 1 PAGAR DEWA
10815033,SMKN 1 BESAR
10815075,SMKS MAWAR SARON
10815077,SMKN 1 SRAGI
10815288,SMKS NASIONAL GUNUNG TERANG
10815292,SMKS MIFTAHUL HUDA WAY ARENG
10900207,SMKS YPN BELINYU
10900424,SMKS YAPERBEL 2 TANJUNGPANDAN
10900437,SMKS SWAKARYA TANJUNGPANDAN
10900451,SMKN 2 TANJUNGPANDAN
10900602,SMKS MUHAMMADIYAH MUNTOK
10900614,SMKS KARYA PARIT TIGA
10900615,SMKS BINA KARYA 1 MUNTOK
10900627,SMKS BINA KARYA 2 MUNTOK
10900753,SMKN 1 KOBA
10900867,SMKN 1 TOBOALI
10900986,SMKS HANDAYANI MANGGAR
10901002,SMKS STANNIA MANGGAR
10901158,SMKN 3 PANGKALPINANG
10901163,SMKS TUNAS KARYA PANGKALPINANG
10901376,SMKN 1 SELAT NASIK
10901427,SMKN 1 MUNTOK
10901436,SMKN 1 PANGKALAN BARU
10901437,SMKN 1 SIMPANG KATIS
10901449,SMKN 1 PARIT TIGA
10901629,SMKN 2 KOBA
10901841,SMKN 1 TUKAK SADAI
10901854,SMKS MITRA NUSA BAKTI
11000205,SMKS BUDI MULIA KUNDUR
11000319,SMKS YPMM RANAI
11000358,SMKS EPPATA BATAM
11000370,SMKS IBNU SINA BATAM
11000371,SMKS KARTINI BATAM
11000382,SMKN 1 BATAM
11002052,SMKN 1 BUNGURAN TIMUR
11002144,SMKN 1 MORO
11002145,SMKS YASPIKA
11002205,SMKS AL AZHAR BATAM
11002206,SMKS BATAM BUSINESS SCHOOL
11002207,SMKS HANG NADIM BATAM
11002208,SMKS PELAYARAN NASIONAL BATAM
11002210,SMKN 2 BATAM
11002211,SMKS PERMATA HARAPAN 1 BATAM
11002212,SMKS TELADAN BATAM
11002570,SMKN 3 BATAM
11002571,SMKN 4 BATAM
11002576,SMKS MULTISTUDI HIGH SCHOOL BATAM
11003119,SMKS MUHAMMADIYAH BATAM
11003175,SMKN 2 BUNGURAN BARAT
11003249,SMKS LAKSAMANA
11003260,SMKS PERMATA HARAPAN 2 BATAM
19214102,SMK SWASTA WIRA JAYA TANJUNG MORAWA
20100110,SMKS KATOLIK SAINT JOSEPH
20100114,SMKS KSATRYA
20100116,SMKS MUHAMMADIYAH 10 JAKARTA
20100117,SMKS JAKARTA DUA
20100131,SMKS AT TAQWA JAKARTA
20100132,SMKS BETHEL
20100133,SMKS BINA DARMA DKI
20100139,SMKS FRANCISKUS 2
20100141,SMKS MUHAMMADIYAH 11 JAKARTA
20100142,SMKS MUHAMMADIYAH 2 JAKARTA
20100143,SMKN 1 JAKARTA
20100157,SMKN 44 JAKARTA
20100158,SMKN 14 JAKARTA
20100159,SMKN 16 JAKARTA
20100160,SMKN 19 JAKARTA
20100161,SMKN 2 JAKARTA
20100162,SMKN 21 JAKARTA
20100163,SMKN 27 JAKARTA
20100164,SMKN 3 JAKARTA
20100166,SMKN 34 JAKARTA
20100168,SMKN 39 JAKARTA
20100282,SMKS PSKD 1 JAKARTA
20100288,SMKS YP IPPI PETOJO
20100306,SMKS AL MAKMUR
20100307,SMKS PONCOL
20100783,SMKN 12 JAKARTA
20101471,SMKS SATRIA JAKARTA
20101472,SMKS SANTO LEO
20101476,SMKS PGRI 5 JAKARTA
20101478,SMKS PGRI 35 JAKARTA
20101480,SMKS SUMPAH PEMUDA
20101489,SMKS TOMANG RAYA
20101490,SMKS TELADAN JAKARTA
20101492,SMKS TANJUNG JAKARTA
20101493,SMKS TAMAN SAKTI JAKARTA
20101498,SMKN 53 JAKARTA
20101500,SMKN 42 JAKARTA
20101501,SMKN 35 JAKARTA
20101504,SMKN 11 JAKARTA
20101509,SMKS PATRIOT NUSANTARA
20101510,SMKS PGRI 2 JAKARTA
20101517,SMKS PERMATA BUNDA I JAKARTA
20101560,SMKS YADIKA 3 JAKARTA
20101580,SMKS 1 CITRA ADHI PRATAMA
20101582,SMKS WIDYA PATRIA 1
20101590,SMKS AD DAWAH
20101591,SMKS AL CHASANAH JAKARTA
20101592,SMKS AL HUDA KEBON JERUK
20101595,SMKS BHARA TRIKORA 1 JAKARTA
20101599,SMKS AL WASHILAH 1 JAKARTA
20101632,SMKS MUHAMMADIYAH 13 JAKARTA
20101634,SMKS KARTIKA X 1
20101636,SMKS K PANCARAN BERKAT
20101637,SMKS JOSUA JAKARTA
20101638,SMKS JAKARTA IV
20101639,SMKS JAKARTA III
20101642,SMKS ISLAM PERTI JAKARTA
20101645,SMKS KEBUDAYAAN
20101652,SMKS K RAHMANI
20101660,SMKS DHAMMA SAVANA JAKARTA
20101662,SMKS CINDERA MATA INDAH JAKARTA
20101665,SMKS CENGKARENG JAKARTA
20101673,SMKS DIAN JAKARTA
20101675,SMKS IP YAKIN
20101677,SMKS IBU PERTIWI 2 JAKARTA
20101679,SMKS IBU PERTIWI 1 JAKARTA
20101680,SMKS HARVARD JAKARTA
20101681,SMKS HARAPAN RAYA
20102433,SMKS YPK KESATUAN JAKARTA
20102445,SMKS RPI JAKARTA
20102451,SMKS YP MULIA
20102457,SMK YASDA
20102461,SMKS YAPENAP JAKARTA
20102536,SMKS AVERUS
20102539,SMKS AL MAKMUR JAKARTA
20102547,SMKS GITA KIRTTI 1 JAKARTA
20102551,SMKS GRAFIKA DESA PUTERA JAKARTA
20102577,SMKS 10 NOPEMBER
20102581,SMKN 32 JAKARTA
20102594,SMKS PANDAWA BUDI LUHUR JAKARTA
20102600,SMKN 43 JAKARTA
20102602,SMKN 29 JAKARTA
20102610,SMKS PURNAMA 2 JAKARTA
20102617,SMKS PGRI 23 JAKARTA
20102621,SMKS PEMBANGUNAN JAYA YAKAPI
20102626,SMKS JAKARTA MANAJEMEN
20102633,SMKS ISLAM AL IHSAN JAKARTA
20102644,SMKS MAKARYA 1 JAKARTA
20102647,SMKS LEBAK BULUS JAKARTA
20103243,SMKS AL AKHYAR 1 JAKARTA
20103245,SMKS AL WASHLIYAH JAKARTA
20103247,SMKS AL FATHIYAH JAKARTA
20103259,SMKS AL AKHYAR 2 JAKARTA
20103265,SMKS BINA PEMBANGUNAN 1
20103266,SMKS BINA MANAJEMEN JAKARTA
20103271,SMKS BERLIAN JAKARTA
20103500,SMKS YPIA AL FALAH JAKARTA
20103501,SMKS YP IPPI JAKARTA
20103504,SMKS YAMAS JAKARTA
20103525,SMKS WIDYA MANGGALA JAKARTA
20103527,SMKS SATYA BHAKTI 2 JAKARTA
20103528,SMKS SATYA BHAKTI 1 JAKARTA
20103534,SMKS RISTEK JAYA JAKARTA
20103535,SMKS RESPATI 2 JAKARTA
20103536,SMKS RESPATI 1
20103537,SMKS RAHAYU MULYO
20103540,SMKS PKP 2 JAKARTA
20103542,SMKS PGRI 8 JAKARTA
20103545,SMKS SRIWIJAYA JAKARTA
20103547,SMKS TUNAS MARKATIN
20103550,SMKS TRI SASTRA 2 JAKARTA
20103558,SMKS TADIKA PURI JAKARTA
20103562,SMKS ST BONAVENTURA JAKARTA
20103640,SMKS PGRI 28 JAKARTA
20103642,SMKS IPTEK JAKARTA
20103643,SMKS INSAN TEKNOLOGI JAKARTA
20103645,SMKS IMTAQ DARURRAHIM JAKARTA
20103647,SMKS HATAWANA
20103655,SMKS FENSENSIUS JAKARTA
20103656,SMKS ERA PEMBANGUNAN UMAT JAKARTA
20103658,SMKS ISLAM MALAHAYATI
20103659,SMKS ISLAM PB SOEDIRMAN 1 JAKARTA
20103664,SMKS KALPATARU CAKUNG JAKARTA
20103667,SMKS JAYAWISATA 2 JAKARTA
20103671,SMKS JAKARTA TIMUR 2
20103672,SMKS JAKARTA TIMUR 1
20103674,SMKS JAKARTA RAYA 2
20103676,SMKS JAKARTA 1
20103677,SMKS ISLAM YASMIN JAKARTA
20103684,SMKS BUDI MURNI 3 JAKARTA
20103686,SMKS BUDI MURNI 1 JAKARTA
20103687,SMKS BUDI MULIA UTAMA
20103700,SMKS DIPONEGORO 2 JAKARTA
20103701,SMKS DIPONEGORO 1
20103704,SMKS DHARMA SURYA
20103708,SMKS CITRA DHARMA JAKARTA
20103712,SMKS CAWANG JAKARTA
20103717,SMKS KARYA WIJAYA KUSUMA JAKARTA
20103720,SMKS PELAYARAN DEWARUCI
20103721,SMKS PELAYARAN BIMASAKTI JAKARTA
20103726,SMKS PANGUDI RAHAYU II JAKARTA
20103727,SMKS PANGUDI RAHAYU I JAKARTA
20103728,SMKS PANDAWA
20103731,SMKS OTOMINDO
20103734,SMKS NURUL IMAN JAKARTA
20103735,SMKS PELAYARAN PEMBANGUNAN JAKARTA
20103736,SMKS PELAYARAN SANTA LUSIANA
20103745,SMKS PETRI JAYA
20103749,SMKS PERDANA KUSUMA
20103752,SMKS PEMUDA JAKARTA
20103756,SMKS MERCUSUAR
20103765,SMKS L`PINA JAKARTA
20103768,SMKS KIMIA TUNAS HARAPAN
20103778,SMKN 7 JAKARTA
20103779,SMKN 58 JAKARTA
20103781,SMKN 51 JAKARTA
20103783,SMKN 5 JAKARTA
20103784,SMKN 48 JAKARTA
20103786,SMKN 40 JAKARTA
20103788,SMKN 24 JAKARTA
20103793,SMKS KAWULA INDONESIA
20107209,SMKS GARUDA JAKARTA
20107254,SMKS FARMASI DITKESAD
20107266,SMKS BHAKTI PERTIWI JAKARTA
20107268,SMKS PRIMA WISATA
20107353,SMKS KARTIKA X 2
20107358,SMKN 59 JAKARTA
20107361,SMKS TIRTAYASA
20107363,SMKS YASPEN
20107406,SMKS AL KHAIRIYAH 1 JAKARTA
20107407,SMKS AL KHAIRIYAH 2 JAKARTA
20107408,SMKS AR RAUDHAH JAKARTA
20107410,SMKS BARUNAWATI
20107412,SMKS CILINCING 1 JAKARTA
20107417,SMKS FAJAR INDAH
20107418,SMKS GITA KIRTTI 2 JAKARTA
20107419,SMKS GLOBAL 21 JAKARTA
20107420,SMKS GUNUNG JATI JAKARTA
20107421,SMKS HANG TUAH I JAKARTA
20107422,SMKS PELAYARAN JAKARTA
20107426,SMKS KENCANA 1 JAKARTA
20107428,SMKS K HARAPAN MULIA
20107432,SMKS MUTIARA 1 JAKARTA
20107434,SMKN 33 JAKARTA
20107435,SMKN 36 JAKARTA
20107437,SMKN 49 JAKARTA
20107438,SMKN 55 JAKARTA
20107439,SMKN 56 JAKARTA
20107440,SMKS NUSANTARA 1 JAKARTA
20107445,SMKS PELAYARAN DJADAJAT JAKARTA
20107451,SMKS PGRI 3 JAKARTA
20107452,SMKS PLUIT RAYA
20107453,SMKS PSKD 3 JAKARTA
20107455,SMKS REMAJA PLUIT
20107458,SMKS SARI PUTRA
20107459,SMKS SEJAHTERA JAKARTA
20107461,SMKS SISMADI SMIP JAKARTA
20107463,SMKS STRADA 3 JAKARTA
20107464,SMKS SYAHID
20107466,SMKS TANJUNG PRIOK 2 JAKARTA
20107467,SMKS TRIDHARMA BUDHIDAYA
20107471,SMKS YANINDO JAKARTA
20107472,SMKS YAPPENDA JAKARTA
20107474,SMKS YASPI JAYA
20107475,SMKS YUSHA JAKARTA
20107598,SMKS TRI SASTRA 1 JAKARTA
20109187,SMKS INSAN GLOBAL
20109247,SMKS HARNASTO INSTITUT JAKARTA
20109254,SMKS BAKTI IDHATA
20109260,SMKS AL MIFTAHIYYAH
20109304,SMKS BINA MEDIKA JAKARTA
20109415,SMKS AL FIRDAUS
20109490,SMKS KARYA DHARMA 2 JAKARTA
20109505,SMKS DHARMA PUTRA 2 JAKARTA
20109526,SMKS YANDIKA
20109617,SMKS MUTIARA BANGSA TIGA
20177915,SMKS AS SYAFIIYAH 2
20177923,SMKS PGRI 37 JAKARTA
20178280,SMK TUNAS GRAFIKA INFORMATIKA
20178281,SMK KAFAH UNGGUL 2
20178283,SMKS CEMPAKA
20200590,SMKS GUNA KARYA
20200592,SMKS MANDALA
20200594,SMKS OTISTA JONGGOL
20200596,SMKS WISATA SATRIA 1
20200597,SMKS WIYATA KHARISMA
20200599,SMKS YASI 1 CILEBUT BOGOR
20200600,SMKS PELAYARAN MAKARYA 1 BOGOR
20200605,SMKS ISLAM PERMATASARI 1
20202270,SMKS PARIWISATA INDONESIA SUKABUMI
20202276,SMKS TERPADU 2 YASPIDA SUKABUMI
20202277,SMKS YASTI CISAAT SUKABUMI
20202280,SMKS AL HASANAH SUKABUMI
20202281,SMKS AL MASTHURIYAH SUKABUMI
20202283,SMKS BINA BAKTI PERTIWI
20202285,SMKS DWI DARMA
20202287,SMKS LODAYA SUKABUMI
20203803,SMKS TARUNA BHAKTI CIANJUR
20206224,SMKN 4 PADALARANG
20209201,SMKN 1 GARUT
20209202,SMKN 3 GARUT
20209242,SMKN 8 GARUT
20210710,SMKS NUANSA MANGUNREJA
20211492,SMKS HEPWETI CIAMIS
20211497,SMKS MUHAMMADIYAH 1 BANJARSARI
20211498,SMKS MUHAMMADIYAH 2 BANJARSARI
20211510,SMKN 1 CIAMIS
20212909,SMK PERTIWI CILIMUS
20212911,SMK NEGERI 3 KUNINGAN
20212912,SMK NEGERI 2 KUNINGAN
20212913,SMK NEGERI 1 KUNINGAN
20212916,SMK MODEL PATRIOT IV CIAWIGEBANG
20212917,SMK KORPRI KUNINGAN
20212935,SMK BUDI BHAKTI MANDIRANCAN
20212936,SMK BM YALTI CILIMUS
20212952,SMK BINA KUNINGAN
20213871,SMKN 1 KADIPATEN
20214792,SMKS PGRI 1 PALIMANAN CIREBON
20214793,SMKS PATRIOT CIREBON
20214794,SMKN 1 SUSUKAN
20214795,SMKN 1 MUNDU CIREBON
20214801,SMKS MANDIRI CIREBON
20214802,SMKS ISLAMIYAH WERU CIREBON
20214803,SMKS ISLAMIC CENTRE
20214805,SMKS DWI BHAKTI CILEDUG CIREBON
20214806,SMKS DARUL FALAH LOSARI
20214807,SMKS PGRI 2 PALIMANAN CIREBON
20214820,SMKS TEKNIK BAKTI PERSADA
20214824,SMKS PESANTREN CIWARINGIN
20214982,SMKS BINA BANGSA SEDONG
20214984,SMKS AL MUSYAWIRIN WERU CIREBON
20215973,SMKS NASIONAL INDRAMAYU
20215994,SMKS PELITA JATIBARANG
20215995,SMKS ISLAM TERISI
20215998,SMKN 1 SINDANG
20216004,SMKN 1 INDRAMAYU
20217030,SMKS KUTAWARINGIN SUBANG
20217033,SMKS BINA PUTERA SUBANG
20217034,SMKS BINA MANDIRI SUBANG
20217037,SMKS ANGKASA 1 KALIJATI
20217369,SMKS PRABU SAKTI 1 PURWAKARTA
20218375,SMKS ABDI NEGARA 1 BEKASI
20218377,SMKN 2 CIKARANG BARAT
20218459,SMKS TEKNOLOGI PEMBANGUNAN
20218476,SMKS TEKNOLOGI ASSALAM BEKASI
20219140,SMKN 8 BANDUNG
20219143,SMKN 5 BANDUNG
20219144,SMKN 4 BANDUNG
20219148,SMKS PASUNDAN 2 BANDUNG
20219159,SMKN 15 BANDUNG
20219161,SMKN 13 BANDUNG
20219164,SMK MAARIF BANDUNG
20219176,SMKN 10 BANDUNG
20219178,SMKN 1 BANDUNG
20219180,SMKS MUSLIMIN 2 BANDUNG
20219183,SMKS KIMIA DHARMA BHAKTI BANDUNG
20219212,SMKS SMIP YPPT BANDUNG
20219217,SMKS PUTRA PAJAJARAN BANDUNG
20219226,SMKS YP 17 BANDUNG
20219281,SMKS KIANSANTANG BANDUNG
20219288,SMKS BPP
20219292,SMKS ICB CINTA TEKNIKA BANDUNG
20219296,SMKS KARYA BHAKTI
20219299,SMKS INFORMATIKA BANDUNG
20219301,SMKS IGASAR PINDAD BANDUNG
20219303,SMKS BANDUNG SELATAN 2
20219304,SMKS BANDUNG SELATAN 1 BANDUNG
20219305,SMKS AQUA VITAE
20219319,SMKS AL HASAN
20220277,SMKS PEMBANGUNAN
20220278,SMKS PERMATA 2 BOGOR
20220279,SMKS GRAFIKA MARDI YUANA BOGOR
20220285,SMKS BINA SEJAHTERA 1 BOGOR
20220286,SMKS BINA SEJAHTERA 2 KOTA BOGOR
20220288,SMKS BINA WARGA 2 BOGOR
20220289,SMKS PGRI 1 BOGOR
20220292,SMKS YKTB 1 BOGOR
20220294,SMKS YKTB 3 BOGOR
20220296,SMKS YZA 3 BOGOR
20220297,SMKS YZA 4 BOGOR
20220300,SMKS WIDAYA ANANDA BOGOR
20220301,SMKS TARUNA ANDIGHA
20220302,SMKS TARUNA BANGSA 1 BOGOR
20220305,SMKS TRI DHARMA 1 BOGOR
20220309,SMKS BHAKTI INSANI BOGOR
20220310,SMKS AL AZHAR PLUS KOTA BOGOR
20220339,SMKS ANALIS KIMIA NUSA BANGSA BOGOR
20221564,SMKS KARTIKA III 2 SUKABUMI
20221565,SMKS KRISTEN BPK PENABUR SUKABUMI
20221571,SMKS PASUNDAN 2 SUKABUMI
20221572,SMKS PELITA YNH SUKABUMI
20221594,SMKS PGRI 2 SUKABUMI
20221595,SMKS PLUS BINA TEKNIK YLPI SUKABUMI
20221616,SMKS SILIWANGI SUKABUMI
20221617,SMKS TAMANSISWA SUKABUMI
20221618,SMKS YASPI SYAMSUL ULUM SUKABUMI
20222163,SMKS WAHIDIN CIREBON
20222164,SMKS VETERAN CIREBON
20222165,SMKS PUI CIREBON
20222171,SMKS BUDI ARTI CIREBON
20222176,SMKS NASIONAL CIREBON
20222310,SMKS TAMAN KARYA MADYA TEKNIK
20223035,SMKS ANNUR
20223038,SMKS ABDI KARYA BEKASI
20223086,SMKS WIRA BUANA
20223087,SMKS WALISONGO BEKASI
20223088,SMKS TUNAS WISATA INDONESIA
20223110,SMKS TERATAI PUTIH GLOBAL 1 BEKASI
20223116,SMKS KARYA BHAKTI 1 BEKASI
20223117,SMKS ISLAM KADER BANGSA
20223118,SMKS HUTAMA BEKASI
20223120,SMKS CITRA KENCANA BEKASI
20223124,SMKS BINA SISWA UTAMA 1 BEKASI
20223126,SMKS KI HAJAR DEWANTARA BEKASI
20223127,SMKS MANDALAHAYU BEKASI
20223130,SMKS TAHTA SYAJAR BEKASI
20223131,SMKS SUMBER DAYA BEKASI
20223132,SMKS STRADA BUDI LUHUR
20223134,SMKS PATRIOT 1 BEKASI
20223136,SMKN 1 KOTA BEKASI
20223138,SMKS MUTIARA BARU BEKASI
20223813,SMKS YAPAN INDONESIA DEPOK
20223815,SMKS NASIONAL DEPOK
20224083,SMK WIRASWASTA
20224125,SMK SANGKURIANG 1
20224503,SMK MJPS 2 KOTA TASIKMALAYA
20224515,SMK AL KHOERIYAH
20224516,SMKS ANGKASA TASIKMALAYA
20224521,SMKS BHAKTI KENCANA TASIKMALAYA
20224524,SMK DCI TASIKMALAYA
20224525,SMKS BPI BATUROMPE
20224553,SMKS MUHAMMADIYAH TASIKMALAYA
20224593,SMK YAYASAN ISLAM TASIKMALAYA
20224597,SMKS PERIWATAS TASIKMALAYA
20227478,SMKS TEKNOLOGI AL SALMAN GARUT
20227479,SMKS GILANG KENCANA 1 GARUT
20227483,SMKS PGRI BUNGBULANG
20227485,SMKS 1 SATU MARET GARUT
20227487,SMKN 5 GARUT
20227931,SMK BAKTI NUSANTARA
20227941,SMK HARAPAN 1 RANCAEKEK
20227945,SMK KP 1 MAJALAYA
20227965,SMK STMC 4245 BALEENDAH
20227974,SMKS YUDHA UTAMA NGAMPRAH
20228510,SMKS 45 LEMBANG
20228525,SMK FARMASI AS-SHIFA
20228531,SMKS HARAPAN BANGSA 1 CILILIN
20228532,SMKS HARAPAN BANGSA 2 CILILIN
20228550,SMKS PAKUAN LEMBANG
20228557,SMKS TUNAS BANGSA NGAMPRAH
20228559,SMK WIRAKARYA 1 CIPARAY
20228561,SMKS WYATA MANDALA 1
20229191,SMKS AL HIDAYAH DEPOK
20229195,SMKS AL MUHTADIN DEPOK
20229199,SMKS BASKARA DEPOK
